FIPS,State,County,Cases by county population,% fatality of cases,deaths by county,% of total cases,% of total deaths,% of total cases/Pop,% of total deaths/Pop,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Smokers,% Adults with Obesity,% Physically Inactive,% Excessive Drinking,% Uninsured,% Vaccinated,% Completed High School,% Some College,% Unemployed,% Children in Poverty,% Children in Single-Parent Households,Social Association Rate,% Severe Housing Problems,% Drive Alone to Work,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,% Food Insecure,% Limited Access to Healthy Foods,% Insufficient Sleep,Median Household Income,% Enrolled in Free or Reduced Lunch,% Homeowners,Population,% Less Than 18 Years of Age,% 65 and Over,% Black,% American Indian & Alaska Native,% Asian,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,hospitals_in_cost_reports,all_icu,60plus_pct,per_gop,People per square KM,NY Times cases,NY Times deaths
1001,Alabama,Autauga,12.42,1.56,0.193309349,0.021308189,0.018611031,0.038139557,0.03331191,20,4.5,4.9,20,33,31,14,10,42,89,60,2.7,16,25,12.2,14,86,13,16,13,16,12,38,58233,47,73,55869,23.2,16,19.9,0.5,1.2,3,73.8,1,51.5,42,1,6,0.191,0.714368023,35.85341899,6938,108
1003,Alabama,Baldwin,9.49,1.46,0.138419775,0.06508242,0.053248228,0.029154349,0.023853099,16,3.6,4.8,19,30,25,19,13,46,91,67,2.7,14,22,10.5,13,84,12,15,10,13,5,36,59871,40,75,223234,21.3,21,8.6,0.8,1.1,4.7,83.2,1,51.5,42.3,3,51,0.263,0.761713728,50.54150356,21191,309
1005,Alabama,Barbour,9.39,2.42,0.226849226,0.007116038,0.009650164,0.02882621,0.039091648,30,5.6,5.6,26,41,28,12,14,39,73,36,3.8,41,51,7.6,14,82,18,19,18,22,11,41,35972,61,61,24686,20.6,19.7,47.8,0.7,0.5,4.5,45.5,2,47.1,67.8,1,5,0.235,0.534512265,11.24798121,2317,56
1007,Alabama,Bibb,11.68,2.45,0.285790837,0.008031265,0.011028759,0.035863466,0.049248724,24,4.9,5.3,23,37,33,15,11,40,79,40,3.1,26,31,8.5,9,87,15,17,14,15,3,40,47918,63,74,22394,20.3,16.7,21.1,0.5,0.2,2.8,74.4,0,46.7,68.4,1,0,0.211,0.784262637,13.973114,2615,64
1009,Alabama,Blount,11.58,2.05,0.23691765,0.020558809,0.023608438,0.035552881,0.040826683,22,5,5.4,23,33,33,16,14,40,80,56,2.7,21,22,7.8,10,88,15,17,15,14,3,39,52902,50,79,57826,22.9,18.7,1.5,0.6,0.3,9.7,86.8,2,50.8,90,1,6,0.236,0.895715528,34.51581642,6694,137
1011,Alabama,Bullock,12.16,3.34,0.405900406,0.00377147,0.007065299,0.037337586,0.069946529,31,5.5,5.4,25,47,42,12,12,29,75,32,3.6,40,74,7.9,20,81,18,18,30,21,20,45,31906,76,71,10101,20.8,16.9,69.1,0.8,0.2,8.6,21,1,45.5,51.4,1,0,0.226,0.248428355,6.41761955,1228,41
1013,Alabama,Butler,11.13,3.19,0.354792267,0.00664614,0.011890381,0.034173901,0.061139351,28,5.4,5.7,23,47,40,13,12,35,85,40,3.6,35,41,9.7,12,86,17,19,20,19,3,42,39944,71,70,19448,22,20.8,44.6,0.4,1.4,1.5,51.1,0,53.6,71.2,1,7,0.256,0.575252951,9.952770785,2164,69
1015,Alabama,Calhoun,12.78,2.18,0.278156771,0.044600392,0.054454499,0.03925918,0.047933188,24,4.9,5.7,21,40,31,14,11,40,84,59,3.5,25,30,14.3,13,84,15,18,17,17,9,38,47747,59,70,113605,21.5,18.1,21,0.5,0.9,4.1,71.7,1,52,33.7,2,24,0.235,0.688484397,73.348688,14522,316
1017,Alabama,Chambers,10.76,3.44,0.369880315,0.010988858,0.021195897,0.033045223,0.06373939,25,5,5.5,23,42,29,14,12,43,82,50,2.9,30,34,18.1,15,86,16,18,18,16,10,41,42015,70,67,33254,20.8,20.2,39.8,0.3,1.1,2.6,55.1,0,52.2,49.1,0,0,0.251,0.572690395,21.89263808,3578,123
1019,Alabama,Cherokee,7.05,2.44,0.171781951,0.005672561,0.007754596,0.0216543,0.029602215,23,4.9,5.6,24,38,30,16,13,50,82,48,2.9,23,21,8.5,12,82,16,18,16,16,0,38,45982,62,77,26196,18.9,23.5,4.1,0.7,0.4,1.7,91.7,0,50.7,85.7,1,0,0.291,0.860336558,18.0333283,1847,45
1021,Alabama,Chilton,9.7,2.6,0.252093275,0.013230856,0.019300329,0.029780444,0.043441813,24,4.9,5.5,23,42,33,15,16,42,82,40,2.7,23,28,14.9,15,84,16,18,19,16,1,39,49692,61,74,44428,23.8,17.1,9.9,0.6,0.5,8.2,79.9,2,50.9,86.7,1,6,0.215,0.832988089,24.48066939,4308,112
1023,Alabama,Choctaw,4.85,3.93,0.190642625,0.001876521,0.004135785,0.014906038,0.032852369,26,5.2,5.6,23,47,34,14,13,34,81,60,4.7,30,44,21.8,11,85,16,18,18,21,7,42,39808,77,81,12589,19.7,23.6,41.6,0.2,0.2,1,56.3,0,52.8,100,1,0,0.285,0.575562701,5.526508604,611,24
1025,Alabama,Clarke,14.86,1.74,0.25823385,0.010783086,0.010511786,0.045648489,0.044499984,27,5.3,5.6,24,36,41,14,13,30,81,41,5.8,29,32,15.9,13,88,17,19,25,21,11,43,43822,71,70,23622,21.3,20.5,44.7,0.6,0.4,1.3,52.1,0,52.8,76,2,0,0.249,0.557594214,7.603131652,3511,61
1027,Alabama,Clay,11.85,3.64,0.430676237,0.004815688,0.009822489,0.036386003,0.074216008,25,5.1,5.7,25,37,34,16,16,44,77,34,3,26,29,11.3,10,87,16,19,16,16,2,39,40562,66,75,13235,20.2,21,13.5,0.6,0.3,3.3,80.3,0,51.3,100,1,4,0.26,0.808225108,8.552331345,1568,57
1029,Alabama,Cleburne,10,2.75,0.274983233,0.004579203,0.007065299,0.030712293,0.04738631,23,4.9,5.5,24,34,26,16,14,41,79,46,3.2,18,17,7.3,13,85,15,18,14,18,2,38,51276,54,76,14910,22.5,20.2,2.7,0.5,0.2,2.6,92.8,1,50.8,100,0,0,0.247,0.897191089,10.29735391,1491,41
1031,Alabama,Coffee,10.55,2.15,0.227350885,0.016965471,0.020506599,0.032412729,0.039178096,22,4.6,4.8,21,37,32,16,13,38,86,64,2.9,22,29,13.9,11,87,14,16,16,16,6,37,57299,46,66,52342,23.7,17.3,17.1,1.4,1.7,8,69.4,1,50.8,47.2,1,7,0.216,0.758653199,29.16467291,5524,119
1033,Alabama,Colbert,11.42,2.12,0.242573451,0.019379457,0.023091465,0.035081655,0.041801315,22,4.6,5.3,22,37,35,16,11,47,85,53,3.7,19,29,16.8,14,90,14,17,17,16,7,40,46683,53,72,55241,20.9,20,16,0.7,0.7,3.2,77.7,1,52.2,43.9,2,22,0.258,0.688625117,35.49694998,6310,134
1035,Alabama,Conecuh,9.17,2.62,0.240324853,0.00339678,0.004997407,0.02814933,0.041413827,29,5.4,5.8,26,42,43,13,12,45,84,39,4,35,47,7.3,13,89,18,19,24,20,13,44,41539,67,76,12067,20.5,23.5,45.5,0.6,0.2,2.3,50.4,0,52.3,80.9,1,0,0.28,0.53438907,5.682995171,1106,29
1037,Alabama,Coosa,10.12,2.59,0.262590265,0.003313856,0.004825082,0.031078087,0.0452507,26,5.2,5.4,25,45,36,14,13,42,80,40,3,28,29,11.2,13,82,16,18,26,16,10,41,42024,64,79,10663,16.4,24.1,30.5,0.6,0.2,2.6,65.1,0,50,100,0,0,0.287,0.662712174,6.438885282,1079,28
1039,Alabama,Covington,11.16,2.85,0.318497125,0.012702604,0.020334275,0.034285957,0.054884814,23,5,5.4,23,36,37,15,12,40,83,53,3.4,27,29,12.4,12,89,15,18,17,18,4,38,44836,54,74,37049,22,21.4,12.4,0.8,0.5,1.9,83.1,0,51.6,69.7,2,13,0.274,0.836833046,13.99370346,4136,118
1041,Alabama,Crenshaw,11.09,3.73,0.413883241,0.004689767,0.009822489,0.034052913,0.071322166,25,5,5.5,23,35,34,14,13,40,79,47,2.8,25,38,10.1,10,80,16,18,20,17,17,39,43309,65,75,13772,22.8,19.4,23.6,0.7,1.1,2.4,70.3,1,51.5,100,1,0,0.243,0.735076319,8.792273306,1527,57
1043,Alabama,Cullman,11.59,2,0.231592016,0.02980628,0.033430926,0.035581941,0.039908947,22,4.9,5.2,23,36,34,15,14,44,82,53,2.6,17,22,11.3,12,87,15,17,15,15,3,37,50897,50,75,83768,22.5,18.8,1.2,0.6,0.7,4.5,91.7,1,50.6,73.2,1,12,0.241,0.881221476,43.25267563,9705,194
1045,Alabama,Dale,9.86,2.29,0.225738225,0.014895462,0.019128004,0.030292569,0.038900196,22,4.7,5.1,21,42,32,16,11,42,86,58,3.1,28,29,11.4,13,86,15,17,16,18,11,41,45120,65,60,49172,22.8,17.3,20.5,0.9,1.5,7,68,1,50.8,50.9,1,6,0.213,0.724642821,33.89312549,4850,111
1047,Alabama,Dallas,9.56,4.27,0.408646091,0.010924363,0.026193303,0.029369724,0.070419677,30,5.3,5.4,25,42,33,12,11,36,82,52,5.5,41,63,12.5,19,91,18,19,17,23,12,44,34034,81,59,37196,23.3,18.9,70.3,0.3,0.4,1.2,27,0,53.8,45.6,1,18,0.232,0.309225258,15.79103338,3557,152
1049,Alabama,DeKalb,12.37,2.11,0.261490918,0.027168094,0.032224656,0.037990427,0.045061256,27,5.5,5.9,25,30,33,13,19,44,75,46,2.8,29,22,8.7,11,84,18,19,16,17,2,39,44277,68,72,71513,23.9,17.6,1.5,2,0.5,15.1,79.8,3,50.3,90.1,1,12,0.222,0.843677613,35.37577983,8846,187
1051,Alabama,Elmore,12.39,2.04,0.252435075,0.030896567,0.035326494,0.038045742,0.043500713,19,4.2,4.9,19,35,25,15,10,41,87,55,2.6,18,21,11.1,11,86,13,16,15,14,7,39,62310,50,73,81209,22.3,15.6,20.9,0.5,0.8,3.2,73.1,1,51.7,54.2,2,5,0.197,0.735169388,50.70144021,10060,205
1053,Alabama,Escambia,10.75,1.95,0.210192995,0.012097572,0.013268976,0.033023701,0.036221374,28,5.3,5.6,25,37,34,15,15,37,81,39,3.5,27,41,15,11,90,17,19,19,19,7,43,42712,67,68,36633,22.5,18.3,31,3.9,0.3,2.6,60.3,0,49.7,63.5,2,14,0.231,0.683155248,15.24764898,3939,77
1055,Alabama,Etowah,13.55,2.55,0.34517151,0.042570309,0.0608305,0.041626227,0.059481461,22,4.8,5.4,23,36,34,15,12,38,85,56,3.3,27,33,15.5,11,87,15,17,17,17,9,39,43047,55,73,102268,21.3,19.4,15.5,0.6,0.8,4.1,77.5,1,51.6,37.5,2,56,0.244,0.744384847,74.25054812,13861,353
1057,Alabama,Fayette,13.04,2.92,0.380321433,0.006526362,0.01068411,0.04003412,0.065538649,24,5.1,5.5,24,38,30,15,12,47,83,51,3.1,23,28,8.5,12,86,16,18,20,18,1,40,44212,59,77,16302,21.1,21.7,11.5,0.5,0.5,2.1,84.1,0,51.3,80.2,2,12,0.276,0.832762948,10.20180135,2125,62
1059,Alabama,Franklin,13.59,1.92,0.261462917,0.013089579,0.014130598,0.041737068,0.045056431,26,5.1,5.3,23,37,37,15,16,40,77,42,2.8,25,39,9.2,11,83,16,18,14,16,4,39,44874,69,71,31362,24.8,17.1,3.8,1.7,0.4,17.9,76.2,5,49.7,70.4,2,7,0.224,0.824932422,19.21135615,4262,82
1061,Alabama,Geneva,9.57,3.06,0.293098854,0.00772107,0.013268976,0.02939009,0.050508073,26,5.6,5.7,25,41,41,15,14,45,80,47,2.9,21,31,8.7,10,86,17,19,19,19,1,38,43089,58,72,26271,22,20.6,9.1,1.1,0.4,4.2,83.6,1,51.2,89.6,1,6,0.253,0.864726983,17.80431585,2514,77
1063,Alabama,Greene,11.4,3.68,0.419183824,0.002840887,0.005859028,0.035025115,0.072235585,34,6,5.8,27,38,24,10,12,32,79,52,5.6,46,72,8.5,19,73,20,20,22,26,21,48,28699,85,67,8111,21.8,23.3,79.4,0.4,0.3,1.7,17.5,0,52.8,100,1,0,0.276,0.183246073,5.028100131,925,34
1065,Alabama,Hale,15.23,3.45,0.525561395,0.006854984,0.013268976,0.046788505,0.090567032,29,5.3,5.6,24,45,32,12,11,34,84,46,3.9,31,51,6.8,15,89,17,19,18,21,5,43,40745,75,76,14651,23,19.7,57.7,0.3,0.3,1.4,39.7,0,52.6,89.2,1,0,0.263,0.402676092,8.925557001,2232,77
1067,Alabama,Henry,10.99,2.33,0.255739611,0.005804623,0.007582272,0.033738003,0.044070165,23,4.8,5.4,23,35,29,15,14,41,79,51,3.6,29,22,13.4,10,87,15,17,16,15,2,40,48597,57,83,17205,20.4,23.4,25.4,0.5,0.4,2.7,69.5,0,51.7,87.8,0,0,0.283,0.710582921,11.76966574,1890,44
1069,Alabama,Houston,9.99,2.66,0.265389774,0.032496677,0.048423146,0.030691409,0.045733124,23,4.9,5.3,22,39,32,13,13,44,86,59,3,28,35,11.6,13,88,15,17,16,17,6,40,50138,63,66,105882,22.9,18.1,27.1,0.5,1.1,3.4,66.1,1,52.2,33.8,2,66,0.225,0.706430165,69.48209266,10581,281
1071,Alabama,Jackson,13.2,1.64,0.21694495,0.020930428,0.019300329,0.040542416,0.0373849,25,5.5,5.7,24,36,34,15,13,44,83,45,3.3,20,27,9.1,12,86,17,19,16,17,3,40,44322,58,76,51626,20.7,20.5,3.3,1.7,0.6,3.1,89,0,50.9,77,1,10,0.257,0.832205111,18.65848284,6815,112
1073,Alabama,Jefferson,11.71,1.98,0.2320168,0.236923842,0.263311626,0.035975335,0.039982147,20,4.1,4.7,18,35,29,17,11,47,90,69,2.9,23,38,14.5,16,83,13,15,13,16,12,40,54127,53,63,658573,22.8,16.3,43.1,0.3,1.8,4.1,49.5,1,52.7,9.8,8,471,0.21,0.426097444,229.2513381,77143,1528
1075,Alabama,Lamar,10.35,2.45,0.253531329,0.004388787,0.006031353,0.031791283,0.043689625,25,5.2,5.8,24,34,31,15,12,43,82,48,3.1,22,24,7.2,10,90,16,19,22,18,1,39,42686,59,76,13805,21.4,22.2,10.1,0.3,0.1,1.9,86,0,51,100,0,0,0.272,0.858334492,8.894097028,1429,35
1077,Alabama,Lauderdale,10.18,2.56,0.260975531,0.028995476,0.041702496,0.031269048,0.044972442,20,4.5,5.1,20,32,27,16,12,51,87,58,3.3,20,24,14.6,12,88,14,16,15,15,5,38,48188,48,68,92729,19.5,20.5,9.9,0.4,0.8,2.9,84.6,0,52,49.3,1,48,0.253,0.715419834,53.51282236,9441,242
1079,Alabama,Lawrence,9.13,3.26,0.297655206,0.009235187,0.016887788,0.028050014,0.051293244,24,5,5.5,24,33,30,15,14,40,79,48,3.1,23,24,12.4,11,87,16,18,22,17,2,39,47797,60,78,32924,21.5,19.1,10.8,5.8,0.2,2.4,76.3,0,51.3,91.3,1,6,0.232,0.768635768,18.54305046,3007,98
1081,Alabama,Lee,9.66,1.08,0.103924834,0.048807976,0.029467466,0.029662929,0.017908781,20,4.6,5.1,19,31,20,17,11,45,91,74,2.7,14,28,8.1,19,83,14,16,10,16,12,39,54160,44,62,164542,21.1,12.4,22.6,0.4,4.2,3.7,67.7,1,50.9,27.4,1,28,0.157,0.590924995,101.2278644,15892,171
1083,Alabama,Limestone,10.1,1.51,0.152656321,0.030669296,0.026020979,0.031005708,0.026306403,20,4.4,4.8,20,33,26,16,11,48,85,58,2.6,16,22,8.8,11,89,14,16,13,14,4,39,64729,46,78,98915,22.3,15.2,13.6,0.8,1.7,6.2,75.8,1,50,57.6,1,10,0.201,0.703564537,64.16149688,9986,151
1085,Alabama,Lowndes,14.29,3.81,0.544931112,0.004269009,0.009133191,0.043892749,0.093904907,31,5.6,5.7,26,44,33,11,12,38,78,36,5.7,36,51,6,18,88,18,19,17,23,13,46,33930,97,74,9726,22,19.8,71.8,0.3,0.5,1.9,25.1,0,53,100,0,0,0.239,0.26861741,5.520435979,1390,53
1087,Alabama,Macon,8.85,3.13,0.276732344,0.004910896,0.008616218,0.027180073,0.047687725,28,5.1,5.3,23,51,33,11,12,34,82,56,4.3,39,50,7.1,19,85,17,18,17,20,22,45,34281,98,65,18068,17.1,20.9,79.7,0.3,0.6,1.9,16.5,0,54.5,55.5,0,0,0.251,0.176659406,12.08354055,1599,50
1089,Alabama,Madison,9.34,1.45,0.135421779,0.106992415,0.087023803,0.028691293,0.023336472,18,3.8,4.4,17,34,24,15,9,47,92,74,2.5,17,26,10.7,12,88,11,14,13,14,7,38,68609,39,67,372909,21.6,15.3,24.4,0.8,2.7,5.2,64.5,1,51.1,16.4,2,100,0.198,0.527707466,172.2275,34837,505
1091,Alabama,Marengo,13.23,2.56,0.339288554,0.007665788,0.011028759,0.040639285,0.058467684,27,5.1,5.4,23,45,33,13,11,36,84,52,3.5,36,41,17.3,16,88,16,18,18,20,13,43,38838,65,71,18863,22.5,19.9,51.3,0.3,0.3,2.8,44.4,0,53.1,69.3,1,5,0.26,0.490183486,7.722101608,2496,64
1093,Alabama,Marion,10.54,3.23,0.339964321,0.009612948,0.017404761,0.032357022,0.058584135,24,5.1,5.6,24,38,33,15,13,39,80,56,3.4,23,25,10.4,10,86,16,18,19,18,3,38,44675,55,75,29709,20.8,21.5,3.8,0.4,0.3,2.7,91.7,0,50.8,88.9,1,4,0.273,0.883971898,15.58520673,3130,101
1095,Alabama,Marshall,12.66,1.82,0.230433794,0.037622559,0.038428333,0.038876722,0.039709357,24,5.1,5.4,23,37,37,15,14,49,82,53,2.5,22,28,10.4,14,87,16,18,12,16,5,38,48913,62,70,96774,25.1,17.3,2.6,1.1,0.7,14.7,79.8,5,50.7,53.3,1,20,0.227,0.836994074,64.92182299,12250,223
1097,Alabama,Mobile,9.94,1.97,0.195542218,0.126193741,0.139238085,0.030539856,0.033696688,21,4.6,4.9,21,38,29,17,13,42,86,59,3.7,26,38,11.4,16,86,14,17,15,17,10,41,49492,68,65,413210,23.3,16.6,35.9,0.9,2.1,3,56.5,1,52.5,20,4,157,0.213,0.552745081,130.2299289,41089,808
1099,Alabama,Monroe,8.59,2.25,0.192929147,0.005466788,0.006892975,0.026367569,0.033246392,28,5.5,5.6,26,43,36,13,14,36,86,39,4.9,31,45,12.8,12,90,18,19,23,22,13,43,40005,70,64,20733,21.1,21.1,40.7,1.3,0.5,1.7,54.1,0,52.4,79,1,8,0.255,0.576209224,8.097965626,1780,40
1101,Alabama,Montgomery,10.75,2.41,0.259618696,0.07479979,0.101326725,0.033026231,0.044738626,23,4.7,4.9,20,37,29,13,12,40,87,63,3.1,23,44,14.9,18,85,15,16,16,18,15,43,52711,70,58,226486,23.4,15.6,58.8,0.3,3.3,3.7,32.7,2,53,10.5,3,88,0.195,0.336002986,111.5782173,24355,588
1103,Alabama,Morgan,11.97,1.95,0.233123606,0.043992289,0.048078497,0.03675857,0.040172877,20,4.4,5.1,21,36,27,14,13,45,84,56,2.6,19,26,12.1,13,88,14,16,12,15,4,36,54355,51,73,119679,22.8,17.8,12.7,1.1,0.7,8.7,75.1,2,50.8,38.6,1,34,0.224,0.738319497,79.38223066,14324,279
1105,Alabama,Perry,12.08,2.41,0.291381822,0.003310785,0.004480433,0.037103947,0.050212187,35,6.2,5.9,27,47,36,11,12,24,83,62,5.2,46,67,9.8,17,85,20,21,21,27,5,45,29572,91,72,8923,20.9,20.1,67.6,0.3,0.6,1.6,29.1,0,53.5,100,0,0,0.235,0.256022945,5.089327131,1078,26
1107,Alabama,Pickens,11.78,2.6,0.306071249,0.007208175,0.010511786,0.036167462,0.052743533,27,5.2,5.3,24,39,26,13,12,46,82,54,3.5,34,40,10,13,82,17,18,19,20,1,42,40249,69,75,19930,19.4,19.5,39.6,0.3,0.3,5.2,53.6,2,49.8,100,1,4,0.247,0.578609847,8.891346444,2347,61
1109,Alabama,Pike,9.4,2.47,0.232530048,0.009560737,0.013268976,0.028872189,0.040070592,25,5,5.3,21,38,28,14,14,39,85,59,3.3,30,40,10.2,16,85,16,17,14,19,6,41,41271,68,62,33114,19,15.2,37.5,0.7,1.9,2.4,55.8,2,51.9,51.7,1,9,0.193,0.581027382,19.18998514,3113,77
1111,Alabama,Randolph,8,2.31,0.184842884,0.005580424,0.007237623,0.024559562,0.031852932,24,5.1,5.4,23,34,34,14,13,33,80,49,3,28,28,9.7,13,88,16,18,18,16,7,38,42922,63,77,22722,21.1,20.9,19.1,0.5,0.5,3,75.4,0,51.2,81.3,0,0,0.272,0.789794223,15.0131423,1817,42
1113,Alabama,Russell,7.65,0.86,0.065561326,0.013611688,0.006548326,0.023484219,0.011297814,25,4.9,5.4,22,39,32,14,12,42,84,62,2.9,25,40,9.5,17,87,16,18,17,18,6,43,43670,70,60,57961,24.1,14.8,44.6,0.7,0.9,5.8,45.8,1,52.1,35.4,1,8,0.183,0.462468939,35.05587426,4432,38
1115,Alabama,St. Clair,10.84,2.5,0.271471981,0.029797067,0.04187482,0.033288349,0.046781236,21,4.6,5.3,21,37,30,15,12,43,85,56,2.7,15,17,8.6,11,87,14,17,14,14,2,37,65403,47,80,89512,22.5,16.9,9.5,0.4,0.9,2.4,85.4,0,50.5,72.8,1,6,0.218,0.813798069,53.370584,9702,243
1117,Alabama,Shelby,10.9,1.05,0.114376533,0.072880271,0.042908766,0.033477079,0.019709863,15,3.6,4.4,15,38,24,18,8,46,93,77,2.2,8,16,10.9,10,86,11,14,11,11,4,33,77801,31,81,217702,23.2,16,13.1,0.4,2.3,5.8,77.2,2,51.7,22.9,1,32,0.199,0.693344933,103.8590388,23730,249
1119,Alabama,Sumter,8.43,3.05,0.257503822,0.003218648,0.00551438,0.025900445,0.044374182,29,5.3,5.4,23,43,33,11,13,31,87,64,4.5,45,56,9.5,21,84,17,18,18,23,10,44,29209,84,64,12427,19,18.7,71,0.2,1.9,1.2,24.9,1,54.3,100,1,0,0.23,0.25401367,5.547014404,1048,32
1121,Alabama,Talladega,10.32,2.13,0.220060517,0.025352998,0.030329088,0.031699965,0.037921788,27,5.5,5.6,24,39,37,13,12,36,80,52,3.4,25,41,13.2,12,83,17,18,17,18,6,42,47719,68,71,79978,20.9,18.5,32.7,0.4,0.7,2.4,62.3,1,51.9,55.8,2,14,0.233,0.623475311,42.21915736,8255,176
1123,Alabama,Tallapoosa,10.01,3.76,0.376545198,0.012404695,0.026193303,0.030729792,0.064887911,25,4.7,5.3,24,35,27,14,12,47,81,49,3,26,37,14.1,17,86,15,18,14,18,4,40,47100,58,75,40367,20.4,22.3,26.6,0.4,0.6,2.5,68.7,0,51.5,74.2,2,6,0.27,0.712829308,21.89695846,4039,152
1125,Alabama,Tuscaloosa,12.33,1.76,0.216856536,0.079268428,0.078235261,0.037863165,0.037369664,21,4.4,5,20,36,28,15,10,46,88,64,2.7,20,35,10.7,16,86,14,16,12,15,6,42,52307,52,64,209355,21,13.8,32.2,0.4,1.6,4,60.8,1,51.9,25.5,1,84,0.178,0.56688329,60.27841134,25810,454
1127,Alabama,Walker,11.41,3.82,0.436076258,0.022254128,0.047733848,0.035034284,0.075146563,24,5.1,6,25,39,32,14,13,42,82,52,3.3,24,29,14.3,12,85,16,19,15,18,5,41,45991,54,77,63521,22.2,19.5,6.1,0.6,0.6,2.6,88.8,1,51.2,74.1,1,12,0.252,0.834199551,31.4801768,7246,277
1129,Alabama,Washington,10.27,2.33,0.238882764,0.00514738,0.00672065,0.031528729,0.04116532,26,5.3,5.6,24,32,34,14,14,28,83,52,4.6,28,38,14.7,9,87,17,19,13,19,4,40,48864,61,83,16326,22.1,19.7,23.1,8,1.1,1.6,65,1,51,100,1,0,0.245,0.739522307,5.948771806,1676,39
1131,Alabama,Wilcox,12.25,2.36,0.289212378,0.003903532,0.005169731,0.037631663,0.049838339,32,5.7,5.8,26,50,35,11,11,23,76,41,7.1,49,60,6.6,9,89,19,20,19,25,30,44,30998,94,68,10373,23.3,20.3,70.5,0.2,0.2,1.4,26.9,1,52.5,100,1,0,0.252,0.310520075,4.69736954,1271,30
1133,Alabama,Winston,11.66,2.65,0.308942401,0.008464308,0.012579678,0.035821693,0.053238302,24,5.1,5.6,25,36,36,16,15,41,79,50,3.3,23,28,10.6,10,80,16,19,22,17,3,39,40827,55,79,23629,20.2,21.9,0.9,0.9,0.4,3.3,93.3,1,50.8,84.9,1,4,0.274,0.90349167,15.03833828,2756,73
2013,Alaska,Aleutians East,10.94,0.82,0.089901109,0.001120999,0.000516973,0.033593009,0.015492151,21,4.3,3.7,21,52,27,15,26,,85,45,2.8,13,31,0,13,27,13,11,15,12,35,39,66923,4,64,3337,7.6,10.5,9.1,20.2,43.4,14.8,9.1,11,32.5,100,0,0,0.153,#N/A,0.189317984,365,3
2016,Alaska,Aleutians West,12.37,0,0,0.002140647,0,0.037995151,0,18,3.9,3.5,19,42,27,17,18,,89,55,3.6,5,19,0,18,47,12,11,8,11,9,36,84726,20,28,5634,11.4,7.4,6.5,12.1,40.1,14,23.6,7,34,100,0,0,0.122,#N/A,0.505471803,697,0
2020,Alaska,Anchorage,10.52,0.56,0.059375,0.093073604,0.029467466,0.032317224,0.010231759,14,3.7,3.9,17,30,17,18,12,40,94,72,5.1,11,23,11.4,17,76,11,12,8,12,5,34,82512,37,61,288000,24,11.7,5.3,9.1,10,9.4,57.1,2,49.1,4.1,3,73,0.146,#N/A,67.00029188,30305,171
2050,Alaska,Bethel,21.12,0.54,0.114217339,0.011928655,0.003618812,0.064879009,0.01968243,32,6.8,5.9,35,34,28,17,18,7,81,33,12.9,32,26,4.4,59,23,23,20,7,21,42,38,48262,92,58,18386,35.6,7.9,0.9,83.9,1,2.7,9.6,2,48.4,73.9,1,0,0.116,#N/A,0.171435929,3884,21
2060,Alaska,Bristol Bay,7.42,0.36,0.03,0,0,0,0,17,4.3,4.4,22,43,28,21,16,35,94,58,6.1,11,18,0,11,60,13,14,18,12,18,34,87950,100,54,836,17.8,16.3,0.6,35,1.8,7.4,39.6,0,47.6,100,0,0,0.179,#N/A,0.712955928,0,0
2068,Alaska,Denali,5.01,0,0,0.000322479,0,0.015378115,0,14,3.9,4,19,23,21,20,12,,98,71,8.5,9,15,0,24,32,12,12,8,15,23,32,78434,1,82,2097,19,11.3,2,5.1,5.4,3.8,79.5,0,44.1,100,0,0,0.209,#N/A,0.068195198,105,0
2070,Alaska,Dillingham,4.64,0.88,0.040683483,0.00070024,0.000344649,0.014244107,0.007010755,26,5.9,5.3,30,31,26,19,19,19,86,50,8.1,27,30,0,38,34,19,18,8,16,32,38,57436,100,62,4916,31.4,10,0.8,73,0.9,3.7,14.7,2,49.3,100,1,0,0.141,#N/A,0.104785322,228,2
2090,Alaska,Fairbanks North Star,8.09,0.52,0.042333943,0.024063082,0.007065299,0.024845978,0.00729517,14,4,4.1,17,31,18,19,12,36,94,73,5.4,8,20,9.3,23,74,11,12,7,12,7,33,74076,22,59,96849,23.8,11.2,4.8,8.2,3.4,8.2,69.2,1,46.2,30.9,1,13,0.139,#N/A,5.249490983,7835,41
2100,Alaska,Haines,1.11,0,0,8.60E-05,0,0.003398989,0,13,3.7,4.1,18,29,19,22,14,35,98,72,8.9,14,6,0,17,57,11,12,7,13,7,31,62548,57,66,2530,18,21.7,0.6,10.8,0.9,3.6,77.1,0,50.2,100,0,0,0.287,#N/A,0.415544894,28,0
2105,Alaska,Hoonah-Angoon,7.42,0.36,0.03,0,0,0,0,19,4.6,4.6,24,30,17,21,21,,94,44,11.4,23,25,0,18,37,14,15,15,16,39,35,53141,49,75,2148,17.8,24,2.2,38.1,1,6,46.6,0,46.8,,0,0,0.301,#N/A,0.125547899,0,0
